Elevator Call,4.993816266,-6,78,10,1
Elevator Call,18.77917039,-9,-7,10,0
Elevator Call,19.38707866,-1,5,10,0
Elevator Call,20.32751752,-1,-5,10,1
Elevator Call,27.99997326,-1,55,10,1
Elevator Call,29.91723962,-2,64,10,0
Elevator Call,38.28582116,-4,68,10,1
Elevator Call,39.19202924,-4,6,10,0
Elevator Call,39.6971041,0,95,10,1
Elevator Call,49.43307426,-2,-4,10,0
Elevator Call,54.19643679,-6,8,10,0
Elevator Call,57.4053197,-3,7,10,1
Elevator Call,63.05259876,-5,-1,10,0
Elevator Call,79.37736412,-3,85,10,1
Elevator Call,89.4285159,-5,19,10,0
Elevator Call,92.15048695,-9,40,10,1
Elevator Call,96.61997032,-6,39,10,0
Elevator Call,108.6420489,-2,44,10,1
Elevator Call,111.6270815,-3,-8,10,0
Elevator Call,116.7206903,-2,67,10,1
Elevator Call,117.9341393,-2,70,10,1
Elevator Call,133.3453959,-9,47,10,1
Elevator Call,134.003558,-6,98,10,0
Elevator Call,140.5209525,-6,54,10,1
Elevator Call,142.0780896,-8,13,10,0
Elevator Call,146.7629329,0,73,10,1
Elevator Call,147.4439262,-7,67,10,0
Elevator Call,151.6163013,-6,0,10,0
Elevator Call,159.1776651,0,7,10,0
Elevator Call,170.1571219,-6,51,10,1
Elevator Call,173.2539258,62,87,10,1
Elevator Call,174.9139487,-4,48,10,1
Elevator Call,177.914669,-2,10,10,0
Elevator Call,179.4121157,-2,26,10,0
Elevator Call,188.6936022,-6,-7,10,0
Elevator Call,197.442433,-7,75,10,1
Elevator Call,202.6306173,-2,0,10,0
Elevator Call,203.2352417,-8,38,10,0
Elevator Call,209.3508155,27,-4,10,1
Elevator Call,209.9785016,-3,4,10,0
Elevator Call,210.9063053,94,-2,10,0
Elevator Call,211.3293187,-2,37,10,1
Elevator Call,217.2229099,-9,49,10,1
Elevator Call,218.0743446,52,87,10,1
Elevator Call,219.8159878,-9,36,10,0
Elevator Call,220.7687355,93,-4,10,0
Elevator Call,224.3119838,-5,-8,10,0
Elevator Call,231.5665188,10,62,10,1
Elevator Call,238.4981901,-3,-2,10,0
Elevator Call,249.1457817,-1,20,10,1
Elevator Call,249.4715393,-5,0,10,0
Elevator Call,254.5034433,-3,43,10,1
Elevator Call,255.1145315,-5,15,10,0
Elevator Call,257.2984921,-3,-9,10,1
Elevator Call,260.3834918,-8,22,10,0
Elevator Call,266.894697,81,-5,10,1
Elevator Call,270.3465009,-3,-4,10,0
Elevator Call,272.4308394,-9,91,10,1
Elevator Call,278.807361,-5,26,10,0
